Exercise_A,Exercise_B,Similarity_avg,Similarity_raw,Difficulty_avg,Difficulty_raw,Prerequisite_avg,Prerequisite_raw
area_of_triangles_1,volume_of_rectangular_boxes,4.727272727,3_4_7_7_3_3_4_8_3_7_3,5,2_7_3_7_4_1_6_7_6_6_6,3.818181818,2_3_8_3_4_3_5_2_4_7_1
area_of_triangles_1,recognizing_rays_lines_and_line_segments,2,3_2_6_2_1_1_1_1_1_3_1,1.636363636,2_2_2_2_1_1_1_1_1_4_1,2.363636364,3_3_7_1_1_1_1_1_4_3_1
area_of_triangles_1,properties_of_numbers_1,1.909090909,2_2_5_1_1_1_1_2_1_3_2,3.181818182,6_2_1_4_6_1_1_2_1_6_5,2.909090909,2_7_8_1_1_1_1_3_3_4_1
area_of_triangles_1,area_of_squares_and_rectangles,5.727272727,3_4_7_8_4_3_5_7_8_7_7,3,1_2_2_5_4_1_3_1_5_5_4,6.818181818,4_7_8_9_7_6_8_3_8_7_8
area_of_triangles_1,area_1,6.272727273,4_6_8_8_6_4_5_6_9_6_7,2.727272727,1_2_1_5_3_1_3_2_5_3_4,6.545454545,6_7_9_9_7_1_8_2_8_7_8
arithmetic_word_problems_2,arithmetic_word_problems_1,3.111111111,2_3_1_1_3_7_4_3_4,2.222222222,2_3_1_2_4_3_2_1_2,5.111111111,3_5_6_2_4_7_6_8_5
arithmetic_word_problems_2,arithmetic_word_problems,7.555555556,7_9_9_8_8_6_5_8_8,6.777777778,8_5_7_9_8_6_3_8_7,4.444444444,4_9_3_2_7_3_6_2_4
arithmetic_word_problems_2,multiplication_1.5,7,9_3_9_9_9_5_5_7_7,4.333333333,5_4_5_3_5_3_5_3_6,5.555555556,6_4_3_8_8_7_4_6_4
arithmetic_word_problems_2,multiplication_2,7.444444444,9_6_9_7_9_6_7_7_7,4.777777778,5_4_5_7_5_3_5_5_4,5.888888889,7_4_4_5_8_7_4_6_8
arithmetic_word_problems_2,division_1.5,6.777777778,7_6_7_4_8_7_5_9_8,4,1_1_5_7_5_3_5_5_4,5.555555556,5_4_4_3_8_7_5_6_8
divisibility_tests,divisibility_intuition,5.636363636,4_6_6_7_6_4_1_6_8_6_8,3.727272727,6_4_1_2_6_4_2_5_5_3_3,6.636363636,6_5_7_7_5_6_8_5_9_7_8
divisibility_tests,divisibility_0.5,6.545454545,7_7_9_7_7_5_2_8_9_3_8,4.909090909,3_3_5_3_5_4_9_7_6_6_3,6,7_6_8_7_6_6_1_7_5_6_7
divisibility_tests,division_2,5.636363636,6_9_6_7_8_5_1_8_2_3_7,3.909090909,3_2_2_2_1_5_9_5_8_2_4,5.909090909,7_8_4_7_7_5_1_9_2_7_8
divisibility_tests,composite_numbers,4.727272727,6_7_1_6_2_6_2_4_8_3_7,4.727272727,3_3_2_5_4_5_7_6_7_7_3,4.909090909,7_6_1_5_3_5_3_6_3_6_9
divisibility_tests,prime_numbers,5,7_7_1_6_2_5_2_6_9_3_7,4.545454545,6_3_1_3_4_5_7_5_6_6_4,4.818181818,7_6_1_6_3_6_3_6_4_4_7
one_step_inequalities,linear_equations_1,7.25,7_8_7_8_7_8_5_8,3.375,3_4_4_2_4_4_2_4,7.125,5_9_6_7_8_9_5_8
one_step_inequalities,square_roots_2,2.625,3_1_1_1_6_1_6_2,5.125,5_7_4_2_7_7_3_6,2.5,2_1_1_1_3_1_6_5
one_step_inequalities,linear_inequalities,8.125,8_7_9_9_8_8_8_8,6.375,5_6_6_9_6_6_7_6,5.375,8_5_7_3_4_6_8_2
one_step_inequalities,compound_inequalities,7.375,6_7_8_8_8_6_7_9,7.5,7_7_8_9_7_8_7_7,3.125,3_3_3_1_3_3_6_3
one_step_inequalities,exploring_angle_pairs_1,1.25,2_1_1_1_2_1_1_1,3.25,4_6_4_1_4_2_3_2,1.625,3_1_1_1_3_1_1_2
one_step_inequalities,inequalities_on_a_number_line,5.5,3_3_7_8_7_2_7_7,3.75,5_4_3_2_5_3_4_4,5.5,3_3_6_9_8_1_7_7
telling_time_2,arithmetic_word_problems_1,2,6_1_1_1_1_1_1_3_3_2,3.9,4_4_6_1_3_4_7_2_2_6,3,6_1_1_3_2_1_2_6_7_1
telling_time_2,telling_time,7.8,6_9_9_9_8_8_9_5_6_9,4.3,4_3_5_2_3_5_9_5_3_4,7,6_9_9_8_8_9_1_5_6_9
telling_time_2,time_terminology,4.8,4_1_7_7_6_5_6_4_2_6,2.8,5_4_5_1_3_4_1_2_1_2,6.4,6_5_5_9_5_5_9_6_8_6
telling_time_2,time_word_problem_1,5.9,6_2_5_6_6_6_8_4_8_8,6.4,3_6_7_7_7_7_9_5_5_8,4,7_2_2_4_4_5_1_6_7_2
telling_time_2,telling_time_0.5,7.8,6_9_9_9_7_8_9_5_7_9,4.2,5_4_5_1_3_5_8_5_2_4,7,5_9_9_9_6_9_2_5_7_9
adding_decimals_0.5,adding_decimals,8.25,9_8_9_9_5_9_9_8,5,5_5_4_6_4_5_5_6,6.5,9_5_9_4_8_9_5_3
adding_decimals_0.5,addition_4,6.25,6_8_7_6_7_2_8_6,5.5,6_5_4_5_4_9_7_4,4.5,5_5_6_7_4_3_3_3
adding_decimals_0.5,decimals_on_the_number_line_1,3.875,3_4_3_3_6_1_5_6,2,3_3_2_3_2_1_1_1,4.875,6_7_2_7_3_2_9_3
adding_decimals_0.5,decimals_on_the_number_line_2,4.125,3_4_2_6_6_1_6_5,2.625,3_4_2_2_2_1_4_3,4.75,6_6_3_8_3_1_6_5
permutations_1,linear_equations_1,2,1_2_1_1_2_1_1_7_2_2,2.6,4_2_1_6_2_1_1_1_4_4,3.6,2_7_1_1_8_1_1_4_6_5
permutations_1,counting_1,3.4,1_8_1_2_7_2_2_7_3_1,2.6,3_3_2_1_5_2_1_3_5_1,3.6,3_7_1_2_7_2_2_7_3_2
permutations_1,counting_2,5.3,3_7_7_6_3_7_7_7_3_3,4.4,3_7_6_5_2_3_5_6_5_2,5.5,3_3_6_6_7_6_8_6_4_6
permutations_1,graphing_systems_of_equations,1.9,2_2_1_1_3_1_1_3_1_4,5.3,2_2_5_9_8_3_9_6_6_3,2.5,3_7_1_1_3_2_1_2_3_2
permutations_1,recognizing_fractions,2.2,3_2_1_1_2_1_1_3_6_2,1.3,3_1_1_1_1_1_1_2_1_1,3.6,3_8_1_1_8_1_1_6_6_1
permutations_1,arithmetic_sequences_3,3.2,6_2_1_2_6_1_1_7_1_5,5.6,3_7_7_8_5_2_9_4_7_4,3.6,6_3_1_1_7_3_1_6_2_6
solutions_to_systems_of_equations,systems_of_equations_with_elimination_0.5,6.3,6_3_7_9_7_6_9_5_3_8,3.6,4_4_3_1_6_2_4_5_3_4,6.8,6_4_6_9_7_7_7_5_8_9
solutions_to_systems_of_equations,systems_of_equations_with_substitution,6.6,6_2_9_9_7_9_8_5_3_8,4.2,4_4_5_3_6_5_1_5_4_5,7.1,6_4_9_9_5_9_9_5_7_8
solutions_to_systems_of_equations,graphing_systems_of_equations,6.7,4_2_8_9_8_8_7_5_8_8,5.3,3_5_5_3_6_5_9_5_6_6,5.5,7_2_9_8_6_9_1_5_3_5
solutions_to_systems_of_equations,graphing_linear_equations,4.4,4_1_4_4_7_4_2_4_7_7,4.6,5_2_2_1_6_6_8_6_5_5,4.8,5_1_3_9_5_5_2_6_7_5
perimeter_of_squares_and_rectangles,linear_equations_4,2.25,3_3_1_3_1_1_5_1,7.5,9_4_9_7_7_9_6_9,1.875,1_3_1_3_1_1_3_2
perimeter_of_squares_and_rectangles,perimeter_1,7.75,7_7_7_7_8_9_9_8,5,5_5_5_5_5_5_5_5,7.5,7_6_8_5_8_9_9_8
perimeter_of_squares_and_rectangles,properties_of_numbers_1,2.75,5_3_1_3_1_1_6_2,5.125,6_6_5_2_6_4_5_7,3,3_3_1_8_1_1_5_2
perimeter_of_squares_and_rectangles,perimeter_deduction,7.125,7_6_8_6_7_7_9_7,5.375,5_5_5_5_6_5_6_6,6.5,7_6_9_5_7_8_6_4
perimeter_of_squares_and_rectangles,radius_and_diameter,4,4_4_5_3_3_4_6_3,4,1_5_5_2_6_3_5_5,5.375,3_6_6_8_4_6_6_4
perimeter_of_squares_and_rectangles,parts_of_circles,2.75,6_3_1_1_1_1_7_2,3.5,5_5_2_2_5_3_4_2,4.375,7_5_1_8_1_1_9_3
perimeter_of_squares_and_rectangles,order_of_operations,3.875,4_6_2_3_1_1_8_6,5.875,7_5_7_2_7_7_4_8,3.5,2_6_1_8_1_1_8_1
radical_equations,simplifying_radicals,6,5_6_6_4_7_7_7,2.285714286,1_2_3_2_1_4_3,5.714285714,4_8_4_5_5_7_7
radical_equations,adding_and_subtracting_radicals,6.857142857,7_7_7_4_9_7_7,3,1_2_4_2_4_4_4,6.571428571,6_7_4_7_6_7_9
radical_equations,square_roots_2,5.857142857,7_4_6_3_7_7_7,3.285714286,1_8_2_5_1_3_3,5.142857143,5_4_3_5_6_6_7
radical_equations,square_roots,6.571428571,8_7_6_5_6_7_7,1.857142857,1_1_4_1_1_3_2,5.571428571,6_7_4_4_4_6_8
multiplying_mixed_numbers_1,dividing_fractions,7.076923077,8_6_8_8_8_7_4_6_7_8_8_6_8,5.307692308,2_6_6_5_5_6_4_4_5_7_5_7_7,5.846153846,7_6_7_7_8_7_3_7_5_4_5_6_4
multiplying_mixed_numbers_1,simplifying_fractions,6.769230769,6_6_8_9_9_7_8_2_5_8_7_6_7,2.846153846,1_2_5_1_2_2_5_2_6_3_2_4_2,6.307692308,6_7_7_8_8_7_7_3_7_3_8_5_6
multiplying_mixed_numbers_1,multiplying_fractions,7.538461538,8_8_8_9_9_4_8_8_7_7_7_7_8,3.076923077,2_3_3_1_5_4_3_2_5_1_3_5_3,7.538461538,8_8_9_6_9_6_8_8_5_8_7_7_9
multiplying_mixed_numbers_1,multiplying_fractions_word_problems,7.076923077,7_6_8_7_9_6_8_6_6_8_6_7_8,3.923076923,2_4_4_1_4_3_6_3_2_7_4_6_5,5.461538462,7_3_7_5_9_6_3_6_7_2_4_7_5
angle_bisector_theorem,triangle_angles_sum,3.3,6_1_2_3_3_2_2_3_3_8,1.4,2_1_1_1_1_1_1_2_1_3,5.8,7_4_3_7_5_1_6_8_8_9
angle_bisector_theorem,chain_rule_1,1.4,4_1_1_1_1_1_1_2_1_1,7.8,7_8_8_9_5_7_9_8_8_9,1.5,3_1_1_2_1_1_1_2_2_1
angle_bisector_theorem,triangle_inequality_theorem,2.8,6_1_2_3_1_3_1_4_2_5,3.6,4_3_2_8_1_4_1_5_3_5,4.4,6_2_1_3_3_5_6_5_8_5
angle_bisector_theorem,triangle_angles_1,4.6,7_2_5_5_3_2_5_2_7_8,2.1,3_2_1_2_5_1_1_2_2_2,6,7_2_3_6_8_2_7_8_9_8
logarithms_2,logarithms_1,5.615384615,6_7_5_3_9_8_5_2_2_4_7_8_7,4.769230769,2_1_6_6_5_5_4_8_7_5_3_6_4,6.307692308,7_7_5_7_9_6_6_2_6_5_7_7_8
logarithms_2,exponents_3,4.153846154,4_1_4_2_3_6_4_2_6_5_4_6_7,5.615384615,4_7_4_7_5_3_8_8_5_6_6_6_4,4.153846154,6_2_7_2_3_4_3_2_7_4_3_5_6
logarithms_2,exponents_1,3.615384615,4_1_3_1_3_3_1_2_5_5_6_6_7,3.307692308,2_1_5_2_5_1_1_2_5_3_8_5_3,3.846153846,7_1_5_1_4_1_3_2_5_7_6_5_3
converting_decimals_to_fractions_1,time_units_transformation_2,3.375,4_1_1_5_2_1_6_7,4.5,3_6_2_2_6_5_5_7,3.125,4_1_1_5_3_1_6_4
converting_decimals_to_fractions_1,recognizing_fractions_0.5,6.5,3_6_7_7_7_5_9_8,3,1_4_1_3_5_2_6_2,6.875,6_6_8_7_7_6_7_8
converting_decimals_to_fractions_1,systems_of_equations_with_elimination,2,3_1_1_1_2_1_6_1,7.5,6_8_9_8_8_9_5_7,2.125,3_1_1_1_2_1_6_2
converting_decimals_to_fractions_1,adding_and_subtracting_fractions,4.25,4_1_5_3_5_3_8_5,5.875,1_6_9_3_7_8_5_8,3,4_1_3_2_3_2_7_2
converting_decimals_to_fractions_1,converting_decimals_to_fractions_2,8.125,6_9_8_9_8_7_9_9,6.375,6_6_5_8_6_7_7_6,5.875,5_7_8_3_6_5_6_7
converting_decimals_to_fractions_1,evaluating_expressions_1,2.125,3_1_1_2_2_1_6_1,5.75,5_6_5_6_6_6_5_7,2.375,2_1_1_2_3_1_6_3
converting_decimals_to_fractions_1,converting_fractions_to_decimals,7.625,7_8_7_9_8_6_9_7,6,4_5_8_5_5_7_8_6,6.875,4_9_7_9_9_6_4_7
converting_decimals_to_fractions_2,converting_fractions_to_decimals,6,7_9_4_7_8_4_5_6_5_4_4_6_7_8,4.714285714,5_2_4_6_4_6_7_5_3_3_5_5_6_5,6.071428571,6_8_7_7_7_5_5_6_6_5_5_5_7_6
converting_decimals_to_fractions_2,converting_decimals_to_fractions_1,8.142857143,7_9_9_9_8_9_9_7_7_9_7_8_8_8,3.571428571,5_2_5_1_3_5_2_5_4_1_5_3_5_4,7.714285714,7_9_9_9_7_9_9_7_8_7_6_7_7_7
converting_decimals_to_fractions_2,division_3,4,4_1_2_7_6_3_1_5_4_4_4_7_4_4,4.142857143,1_2_2_3_4_7_6_6_3_4_7_4_7_2,4,3_1_2_7_7_2_2_5_6_5_3_6_5_2
converting_decimals_to_fractions_2,converting_decimals_to_percents,6.857142857,8_7_7_9_8_9_4_6_4_6_8_6_7_7,3.214285714,5_1_4_1_5_5_1_6_4_1_2_3_3_4,5.928571429,6_7_8_3_8_7_3_6_4_6_6_4_7_8
similar_triangles_review,solving_similar_triangles_2,5.909090909,5_8_7_6_7_6_5_3_5_7_6,7.181818182,5_1_9_8_9_4_9_8_9_8_9,3.636363636,5_8_7_2_4_4_2_3_2_2_1
similar_triangles_review,similar_triangles_2,7.545454545,7_7_9_7_9_6_5_9_8_8_8,4.727272727,5_3_5_5_5_5_7_5_6_1_5,6.727272727,6_5_9_7_9_6_3_6_6_8_9
similar_triangles_review,similar_triangles_1,8.090909091,7_7_9_7_9_7_7_9_9_9_9,4.818181818,5_3_5_5_5_5_5_5_5_5_5,7.636363636,7_7_9_7_9_6_6_8_9_7_9
similar_triangles_review,solving_similar_triangles_1,7,8_7_6_6_8_6_4_9_7_8_8,4.636363636,6_3_1_3_7_5_2_5_7_3_9,6,6_6_8_6_4_5_7_8_8_7_1
conditional_statements_2,telling_time_0.5,1.555555556,1_1_1_1_1_3_2_3_1,2.111111111,2_1_1_2_1_2_3_6_1,2.333333333,1_1_2_2_1_8_2_3_1
division_1.4,division_0.9,7.909090909,9_7_9_6_9_5_8_8_9_8_9,4.181818182,5_1_4_3_5_5_5_5_5_5_3,7.363636364,9_7_6_7_9_5_9_5_8_8_8
division_1.4,division_0.5,8.272727273,9_8_9_9_9_5_8_9_9_8_8,4.545454545,5_2_5_5_5_5_5_5_5_5_3,7.363636364,9_8_5_8_9_5_9_5_8_8_7
division_1.4,arithmetic_word_problems_2,6.181818182,9_2_4_3_7_7_8_7_7_7_7,5.636363636,6_7_7_3_5_5_5_4_7_6_7,4.909090909,7_2_1_7_6_5_9_6_3_4_4
division_1.4,division_1,7.727272727,9_8_9_7_9_5_9_8_5_7_9,4.181818182,5_1_5_4_5_5_5_4_5_3_4,7.454545455,9_9_5_8_9_5_9_6_7_7_8
compound_inequalities,one_step_inequalities,7.416666667,7_7_8_9_9_8_7_6_5_6_8_9,2.916666667,2_1_4_4_1_2_2_6_3_3_4_3,7.083333333,7_7_8_8_7_7_7_5_6_7_7_9
compound_inequalities,new_definitions_1,2.25,2_1_1_1_1_2_7_2_2_3_2_3,6,6_3_3_4_8_5_8_7_6_8_5_9,2.416666667,3_1_1_1_1_3_3_7_3_2_3_1
compound_inequalities,linear_inequalities,7.583333333,7_9_8_9_8_8_8_6_5_7_7_9,3.666666667,2_3_4_3_2_3_3_5_4_6_5_4,7.333333333,7_8_8_9_7_9_8_6_6_4_7_9
compound_inequalities,inequalities_on_a_number_line,5.5,7_7_6_6_7_5_4_2_3_4_7_8,2.75,2_1_3_3_1_1_2_6_2_3_5_4,5.416666667,7_5_7_8_6_5_3_3_4_3_6_8
absolute_values_meaning,number_line_2,3.846153846,4_1_8_3_5_6_1_3_6_4_4_2_3,2.769230769,4_1_2_5_2_3_2_4_4_3_3_2_1,4.230769231,4_1_7_4_7_7_1_4_6_4_6_3_1
absolute_values_meaning,adding_negative_numbers,3.307692308,3_1_7_3_2_2_2_3_2_6_4_2_6,3.153846154,3_1_7_5_1_3_1_1_5_3_3_5_3,3.923076923,4_1_7_3_9_6_2_3_5_3_3_2_3
absolute_values_meaning,absolute_value_add_sub,6.923076923,6_8_7_6_5_8_8_6_9_7_7_5_8,6.692307692,6_6_9_6_5_4_8_7_9_7_7_6_7,4.538461538,4_7_3_4_5_8_6_7_1_6_2_3_3
absolute_values_meaning,multiplying_and_dividing_negative_numbers,3.076923077,5_1_7_5_3_2_2_1_1_4_6_2_1,4.615384615,5_1_8_6_3_6_1_5_7_5_7_3_3,3.153846154,4_2_7_6_4_2_2_2_4_2_3_2_1
absolute_values_meaning,adding_and_subtracting_negative_numbers,3.461538462,4_2_8_3_2_3_3_2_1_6_4_3_4,3.615384615,4_2_9_4_1_4_3_1_5_3_3_5_3,4.846153846,5_7_8_4_9_6_2_3_5_5_3_2_4
area_of_a_circle,area_of_squares_and_rectangles,5.333333333,6_5_6_7_6_2_6_2_8,2.111111111,2_2_1_1_1_2_4_2_4,6.555555556,6_8_8_7_7_5_6_3_9
area_of_a_circle,recognizing_fractions_0.5,2,3_2_4_1_2_1_1_1_3,2.444444444,1_2_3_3_1_8_2_1_1,3,3_8_4_3_4_1_1_1_2
area_of_a_circle,recognizing_rays_lines_and_line_segments,1.111111111,1_2_1_1_1_1_1_1_1,1.333333333,1_1_1_4_1_1_1_1_1,2.444444444,1_8_1_3_3_1_1_1_3
area_of_a_circle,ratio_word_problems,1.777777778,4_2_1_1_2_1_1_1_3,5.666666667,1_8_5_5_6_7_6_7_6,3,4_8_5_1_3_1_1_1_3
area_of_a_circle,completing_the_square_1,1.777777778,2_2_4_1_2_1_1_1_2,7.111111111,5_8_6_8_8_8_6_8_7,1.777777778,2_2_5_1_1_1_1_1_2
area_of_a_circle,surface_area_of_rectangular_boxes,5.111111111,6_5_6_6_4_3_6_2_8,4.444444444,3_2_6_3_3_7_6_3_7,5.333333333,6_9_5_7_6_3_6_4_2
area_of_a_circle,area_1,5.444444444,6_5_6_7_4_5_6_2_8,2.555555556,3_2_3_1_1_4_4_2_3,6.222222222,6_8_6_6_8_7_6_3_6
counting_2,counting_1,6.636363636,8_6_5_8_4_6_9_8_4_6_9,3.363636364,3_2_1_2_3_1_6_5_6_4_4,5.636363636,6_7_3_8_6_5_4_6_3_5_9
counting_2,arithmetic_sequences_3,5.545454545,7_6_7_3_3_1_8_7_7_4_8,6.272727273,4_7_6_8_5_9_8_7_5_3_7,3.272727273,4_2_5_2_3_1_2_5_6_4_2
counting_2,adding_and_subtracting_fractions,2.909090909,1_6_1_2_1_1_2_6_7_1_4,4.090909091,4_6_2_2_6_3_7_2_3_2_8,2.909090909,1_4_1_2_1_1_3_7_8_3_1
counting_2,exponents_1,1.727272727,1_6_1_2_1_1_1_3_1_1_1,3,2_5_1_1_1_1_7_2_2_2_9,3.090909091,1_5_1_2_2_1_3_7_7_3_2
adding_subtracting_mixed_numbers_1,subtracting_fractions,7.769230769,9_9_6_7_8_9_8_7_8_6_8_8_8,3.076923077,3_3_4_6_3_5_1_1_5_3_2_2_2,7.769230769,9_9_6_5_8_9_9_9_7_7_8_8_7
adding_subtracting_mixed_numbers_1,adding_subtracting_mixed_numbers_0.5,8.230769231,9_9_8_8_9_9_9_9_8_6_8_7_8,3.923076923,4_2_4_5_4_5_2_5_5_2_2_7_4,8,8_9_6_7_9_9_8_9_6_8_8_8_9
adding_subtracting_mixed_numbers_1,adding_and_subtracting_fractions,7.461538462,7_8_7_7_8_8_4_9_7_7_9_8_8,3.076923077,3_4_3_3_3_4_1_3_5_2_2_3_4,7.846153846,7_9_7_7_8_9_9_9_6_6_8_8_9
volume_box_cover,volume_box_nocover,8,8_9_7_8_6_9_9_8_8_8_8,4.636363636,5_3_5_4_6_2_5_2_5_5_9,7,4_9_9_9_4_9_8_9_8_7_1
volume_box_cover,volume_box,7.727272727,8_9_6_8_7_9_7_8_7_8_8,4.090909091,5_3_5_4_5_3_3_3_4_5_5,7.727272727,6_9_9_9_6_9_7_7_7_7_9
volume_box_cover,area_of_squares_and_rectangles,6,8_6_7_4_6_5_7_9_6_5_3,2.545454545,2_1_5_3_7_1_2_1_2_3_1,6.090909091,8_6_8_6_7_2_9_7_6_6_2
volume_box_cover,volume_container,6.909090909,7_6_8_8_7_7_3_9_8_5_8,4.181818182,2_1_5_6_5_4_4_4_5_5_5,6.272727273,7_5_2_7_6_8_4_8_7_6_9
equivalent_fractions_2,simplifying_fractions,7.5,7_8_7_6_8_8_8_9_7_7,4.4,4_7_7_2_3_5_2_4_6_4,7.7,8_9_8_5_7_8_7_9_7_9
equivalent_fractions_2,equivalent_fractions,8.7,8_9_8_9_8_9_9_9_9_9,4.8,4_5_2_5_7_5_5_5_5_5,8.8,8_9_9_9_9_9_9_9_8_9
equivalent_fractions_2,division_1.5,4.5,5_3_6_6_4_1_4_7_4_5,4.3,3_9_3_3_5_4_5_2_5_4,4.9,7_7_7_3_5_1_4_7_3_5
equivalent_fractions_2,recognizing_fractions_0.5,6.4,5_9_7_5_6_6_5_7_7_7,2.4,3_1_8_1_3_1_2_1_3_1,5.9,7_8_8_3_7_6_4_4_6_6
cube_roots,exponents_2,5.846153846,8_7_4_8_4_3_4_9_8_7_4_4_6,5.769230769,7_5_8_2_4_7_8_6_8_8_2_5_5,4.153846154,6_4_2_8_6_3_2_3_2_2_7_5_4
cube_roots,exponents_3,6.384615385,7_6_4_7_7_6_4_9_6_8_4_8_7,7.076923077,8_6_8_9_7_7_7_7_8_5_6_7_7,3.307692308,6_4_2_2_4_3_2_3_2_4_3_7_1
cube_roots,exponents_1,4.461538462,2_8_3_8_3_3_5_1_6_4_4_5_6,2.615384615,2_5_2_1_2_2_5_1_2_3_2_2_5,5.076923077,3_6_2_8_7_3_6_4_8_4_8_6_1
cube_roots,square_roots,6.692307692,8_8_7_7_6_6_8_1_7_8_4_9_8,2.769230769,3_5_2_1_2_3_5_1_1_2_2_5_4,8.076923077,6_8_8_9_7_6_9_9_9_8_8_9_9
multiplying_fractions_0.5,converting_mixed_numbers_and_improper_fractions,4.375,5_4_1_3_5_4_6_7,4,2_5_7_3_1_5_5_4,5.125,4_3_4_6_5_5_7_7
multiplying_fractions_0.5,greatest_common_divisor,2.875,3_1_2_1_3_1_8_4,6.75,5_8_6_7_8_9_5_6,2.5,3_1_1_1_1_1_9_3
multiplying_fractions_0.5,multiplying_fractions,8.875,8_9_9_9_9_9_9_9,5.5,5_5_5_5_6_5_6_7,7.375,7_9_5_8_9_9_9_3
multiplying_fractions_0.5,dividing_fractions_0.5,7.75,7_7_8_7_8_9_8_8,5.875,5_5_6_6_8_5_5_7,6.125,8_6_8_4_4_9_7_3
multiplying_fractions_0.5,congruent_segments,1.875,4_1_1_1_1_1_4_2,3.125,5_6_1_2_1_3_5_2,2.625,5_1_2_1_1_1_7_3
multiplying_fractions_0.5,fractions_on_the_number_line_1,3.5,3_2_4_2_4_1_6_6,1.5,1_1_1_2_1_1_3_2,3.875,4_1_4_3_4_2_7_6
multiplying_fractions_0.5,simplifying_fractions,5.25,7_3_6_7_5_1_8_5,3.125,4_2_4_4_1_2_5_3,6.25,7_2_9_7_6_3_9_7
perimeter_1,perimeter_of_squares_and_rectangles,7.833333333,7_9_7_8_8_8,5.166666667,5_5_5_5_6_5,8.166666667,6_9_8_9_9_8
perimeter_1,recognizing_fractions_0.5,1.666666667,1_1_1_1_4_2,3.166666667,4_2_4_4_4_1,1.666666667,2_1_1_1_3_2
perimeter_1,distributive_property,2,2_1_1_1_3_4,4.833333333,1_3_7_4_7_7,1.833333333,2_1_1_1_2_4
perimeter_1,comparing_fractions_1,1,1_1_1_1_1_1,5.833333333,2_9_6_6_6_6,1.333333333,1_1_1_1_2_2
perimeter_1,perimeter_deduction,8,7_7_9_8_9_8,5.166666667,5_5_5_5_6_5,8.166666667,7_8_9_9_8_8
perimeter_1,order_of_operations,1.833333333,1_1_1_1_4_3,7.5,7_8_8_8_7_7,2,2_1_1_1_4_3
perimeter_1,domain_and_range_0.5,1.333333333,2_1_1_1_2_1,8.333333333,8_9_7_9_8_9,1.5,1_1_1_1_3_2
quadrilateral_angles,triangle_types,4.444444444,4_7_3_3_1_6_2_8_6,2.555555556,3_7_1_1_3_1_1_3_3,4.222222222,6_6_2_2_1_7_1_7_6
quadrilateral_angles,quadrilateral_types,6,5_7_6_7_7_6_3_6_7,3.777777778,4_3_1_2_7_6_2_6_3,5.666666667,7_6_4_7_4_5_5_5_8
quadrilateral_angles,angles_of_a_polygon,5.444444444,7_8_7_6_1_3_4_6_7,4.777777778,5_3_1_1_7_7_7_6_6,4.222222222,5_6_3_6_1_2_6_5_4
quadrilateral_angles,angles_2,6,7_6_6_5_1_9_7_7_6,6.555555556,6_7_7_2_7_8_7_8_7,4.222222222,3_7_4_4_2_3_6_6_3
counting_1,dividing_fractions_word_problems,3.444444444,7_1_5_6_1_1_1_7_2,6,5_6_2_8_7_7_6_6_7,3.333333333,5_1_9_3_1_3_1_4_3
counting_1,number_line_2,3.222222222,3_1_2_2_1_9_1_4_6,3.333333333,6_1_1_2_6_5_1_3_5,4.888888889,5_1_8_6_1_9_1_6_7
counting_1,counting_2,5.222222222,5_5_5_7_7_3_2_4_9,6.333333333,3_8_2_8_7_7_9_7_6,4.555555556,6_3_9_3_4_3_1_3_9
counting_1,exponents_2,1.777777778,1_1_2_2_1_1_1_6_1,7.555555556,3_9_8_9_7_5_9_9_9,1.444444444,2_1_2_1_1_1_1_2_2
counting_1,division_4,4,2_1_5_7_1_7_1_9_3,6.333333333,7_9_1_4_7_7_8_7_7,3.444444444,2_1_9_4_1_4_1_7_2
counting_1,exponents_1,1.444444444,1_1_2_2_1_1_1_3_1,3.777777778,1_3_1_6_3_5_2_4_9,2.222222222,1_1_8_2_1_1_1_4_1
counting_1,multiplying_and_dividing_negative_numbers,3.888888889,6_1_5_7_1_1_1_8_5,4.111111111,2_2_1_6_6_5_2_6_7,3.444444444,6_1_8_4_1_1_1_6_3
number_line_2,division_0.9,3.25,2_4_6_1_8_1_3_1,4.875,7_6_5_6_1_4_3_7,1.875,2_2_1_1_4_1_2_2
number_line_2,number_line_3,7.5,7_9_9_8_4_8_7_8,5,5_6_5_6_1_5_5_7,4.875,5_5_1_8_4_7_7_2
number_line_2,subtracting_decimals_0.5,4,4_3_4_4_2_2_6_7,5.625,6_6_7_6_1_7_6_6,2.625,4_2_1_3_2_1_4_4
number_line_2,hundred_million_adding_and_subtracting,3.625,7_3_6_1_1_1_4_6,6.875,7_8_9_8_1_9_7_6,2.125,3_2_2_1_1_1_4_3
number_line_2,subtracting_decimals,3.75,4_2_4_6_1_2_5_6,6.375,7_7_9_7_1_8_6_6,2.125,2_2_1_2_1_1_4_4
exponent_rules,exponents_2,6.818181818,6_3_7_7_5_5_8_9_9_8_8,5.181818182,5_7_8_6_8_4_5_3_1_3_7,5.181818182,6_5_2_5_3_7_8_7_4_7_3
exponent_rules,scientific_notation_intuition,3.727272727,2_2_2_4_2_6_3_2_7_3_8,3.272727273,6_6_2_3_4_2_3_3_1_4_2,4.545454545,3_3_4_3_5_7_5_6_4_4_6
